Customer,Address,Phone,Personnummer,BankAccount
Anne-Marie Westman,"Järnvägsgatan 840, 29966 Landskrona",0724-33 89 26,770916-0571,SE8902YANL80406594542262
Filippa Sjögren,"Parktorget 56, 90194 Luleå",027-722 67 23,680623-6474,SE8902CAYR28184400854269
Clara Holmström,"Ekstigen 873, 52827 Kristianstad",08-043 493 24,581102-8637,SE8902CZMN06754312018557
Maria Englund,"Industrigränd 518, 28667 Motala",08-68 33 68,710429-8620,SE8902ORRS48118816092087
Carin Andersson,"Skolgränd 9, 49885 Halmstad",+46 (0)77 71 68 42,740323-4409,SE8902DYMK28727836359365
Carin Andersson,"Skolgränd 9, 49885 Halmstad",+46 (0)77 71 68 42,740323-4409,SE8902GNES50129557296591
Carina Christensen,"Stationsgatan 759, 17885 Karlstad",+46 (0)280 094 05,010404-6354,SE8902YBWC04395871663306
Fanny Karlsson,"Skolvägen 296, 26804 Motala",087-646 67 80,761006-8749,SE8902DQYM36490908630376
Fanny Karlsson,"Skolvägen 296, 26804 Motala",087-646 67 80,761006-8749,SE8902QTON45088878513232
Fanny Karlsson,"Skolvägen 296, 26804 Motala",087-646 67 80,761006-8749,SE8902EOQK87745075861922
Mariana Lindgren,"Järnvägsgränd 469, 63725 Ängelholm",082-280 99 55,440224-9439,SE8902AIOW62956716316259
Mariana Lindgren,"Järnvägsgränd 469, 63725 Ängelholm",082-280 99 55,440224-9439,SE8902NVBN39901843446898
Mariana Lindgren,"Järnvägsgränd 469, 63725 Ängelholm",082-280 99 55,440224-9439,SE8902OSUM31787311714438
Mariana Lindgren,"Järnvägsgränd 469, 63725 Ängelholm",082-280 99 55,440224-9439,SE8902TVVW07944483518187
Marie Adolfsson,"Stationsgatan 4, 48397 Sandviken",08-180 879 00,670709-7199,SE8902GTZD12314857392944
Marie Adolfsson,"Stationsgatan 4, 48397 Sandviken",08-180 879 00,670709-7199,SE8902EWKS60852595775659
Marie Adolfsson,"Stationsgatan 4, 48397 Sandviken",08-180 879 00,670709-7199,SE8902STMW83870980133580
Marie Adolfsson,"Stationsgatan 4, 48397 Sandviken",08-180 879 00,670709-7199,SE8902VQDV44258038827151
Margareta Lundberg,"Trädgårdsvägen 3, 88821 Stockholm",0677-948 15,681002-1789,SE8902WWYX14350160073945
Margareta Lundberg,"Trädgårdsvägen 3, 88821 Stockholm",0677-948 15,681002-1789,SE8902YJGY22142109131075
Mikaela Larsson,"Skolgatan 388, 49378 Luleå",+46 (0)01 62 64 66,600915-9754,SE8902KWJE25618757328979
Mikaela Larsson,"Skolgatan 388, 49378 Luleå",+46 (0)01 62 64 66,600915-9754,SE8902BOXY64871872720401
Mikaela Larsson,"Skolgatan 388, 49378 Luleå",+46 (0)01 62 64 66,600915-9754,SE8902TSLW64629501935121
Catharina Carlsson,"Järnvägsgränd 933, 52517 Trollhättan",08-16 09 50,411026-6477,SE8902YUBQ50433561046806
Catharina Carlsson,"Järnvägsgränd 933, 52517 Trollhättan",08-16 09 50,411026-6477,SE8902NLPV05101680537537
Catharina Carlsson,"Järnvägsgränd 933, 52517 Trollhättan",08-16 09 50,411026-6477,SE8902FHYM56802980847454
Amanda Håkansson Johansson,"Kvarntorget 624, 78235 Sundsvall",08-326 78 70,041204-2210,SE8902DFDE10377026495528
Valentina Lindgren,"Kvarngränd 201, 64743 Landskrona",08-408 595 43,061112-5832,SE8902OFTJ79383582820961
Margareta Andersson,"Kvarngatan 37, 31689 Uddevalla",08-67 85 81,750406-2584,SE8902HBJK93110274210203
Viktoria Franzén,"Trädgårdsstigen 79, 91004 Lidingö",0468-835 36,851019-2308,SE8902VWXK42191765114871
Viktoria Franzén,"Trädgårdsstigen 79, 91004 Lidingö",0468-835 36,851019-2308,SE8902YNEG45809952624906
Katarina Holmberg,"Nystigen 02, 77213 Skellefteå",0532-72 09 15,710609-6535,SE8902PFMB93666687080636
Katarina Holmberg,"Nystigen 02, 77213 Skellefteå",0532-72 09 15,710609-6535,SE8902GVKT62124718311587
Katarina Holmberg,"Nystigen 02, 77213 Skellefteå",0532-72 09 15,710609-6535,SE8902OEQF58082660806550
Helena Gustafsson,"Gengatan 1, 78798 Motala",052-37 27 97,700710-1087,SE8902QBVC38031274896724
Johanna Andersson,"Bäckgatan 63, 63900 Sundsvall",+46 (0)09 07 07 38,620603-8850,SE8902ELOW76907000148619
Siri Nilsson,"Kvarngatan 57, 36312 Kristianstad",+46 (0)829 414 51,800306-5847,SE8902TARS73293766587552
Siri Nilsson,"Kvarngatan 57, 36312 Kristianstad",+46 (0)829 414 51,800306-5847,SE8902KVSV81092256666408
Siri Nilsson,"Kvarngatan 57, 36312 Kristianstad",+46 (0)829 414 51,800306-5847,SE8902XARM90172386742244
Frida Nilsson,"Ängsgatan 2, 99721 Skellefteå",08-18 54 03,520328-2842,SE8902YERF08265652105112
Frida Nilsson,"Ängsgatan 2, 99721 Skellefteå",08-18 54 03,520328-2842,SE8902RENF20626970972224
My Larsen,"Parkgränd 3, 46100 Mölndal",+46 (0)46 06 30 60,440512-1270,SE8902YRPI91283893221753
My Larsen,"Parkgränd 3, 46100 Mölndal",+46 (0)46 06 30 60,440512-1270,SE8902OLYJ75119346245205
My Larsen,"Parkgränd 3, 46100 Mölndal",+46 (0)46 06 30 60,440512-1270,SE8902DTWL15581241936252
My Larsen,"Parkgränd 3, 46100 Mölndal",+46 (0)46 06 30 60,440512-1270,SE8902YCMH62501138405727
Linda Lundqvist,"Gengatan 86, 94171 Umeå",+46 (0)8 691 787 69,760120-4154,SE8902QYSY81014676327000
Linda Lundqvist,"Gengatan 86, 94171 Umeå",+46 (0)8 691 787 69,760120-4154,SE8902AFOU10164539916013
Linda Lundqvist,"Gengatan 86, 94171 Umeå",+46 (0)8 691 787 69,760120-4154,SE8902XIOP55762967773996
Linda Lundqvist,"Gengatan 86, 94171 Umeå",+46 (0)8 691 787 69,760120-4154,SE8902AGTC76402704279286
Linnéa Johansen,"Ringvägen 70, 88385 Borlänge",+46 (0)37 33 66 76,690123-9977,SE8902EJUK14153809334395
Eva Eklund Andersson,"Villavägen 7, 84617 Östersund",066-08 87 36,530808-9696,SE8902ZKZE03352259811045
Eva Eklund Andersson,"Villavägen 7, 84617 Östersund",066-08 87 36,530808-9696,SE8902FUEO19973931032909
Evelina Lindskog,"Idrottsgatan 912, 93896 Lidköping",+46 (0)8 237 714 94,910526-8503,SE8902CDJH95141039369424
Evelina Lindskog,"Idrottsgatan 912, 93896 Lidköping",+46 (0)8 237 714 94,910526-8503,SE8902LTEB55772338700469
Evelina Lindskog,"Idrottsgatan 912, 93896 Lidköping",+46 (0)8 237 714 94,910526-8503,SE8902XJXO24323243710044
Helen Nilsson,"Skolgatan 6, 72988 Helsingborg",08-933 30 24,950814-2750,SE8902LYWY52207782370009
Helen Nilsson,"Skolgatan 6, 72988 Helsingborg",08-933 30 24,950814-2750,SE8902PUTI27368119946710
Ing-Marie Almqvist,"Ringvägen 86, 75761 Lund",+46 (0)8 956 222 32,921231-2673,SE8902ZFCJ85266822978818
Ing-Marie Almqvist,"Ringvägen 86, 75761 Lund",+46 (0)8 956 222 32,921231-2673,SE8902OETG93189334327881
Ing-Marie Almqvist,"Ringvägen 86, 75761 Lund",+46 (0)8 956 222 32,921231-2673,SE8902WWPN36583068524999
Linnea Carlsson,"Villagatan 768, 65009 Kristianstad",078-11 50 77,650218-3392,SE8902SPMV06240825225975
Linnea Carlsson,"Villagatan 768, 65009 Kristianstad",078-11 50 77,650218-3392,SE8902MAVP99765805035027
Katarina Persson,"Kvarngatan 914, 36230 Mölndal",+46 (0)8 246 182 24,920623-5336,SE8902CUOA55859966187343
Frida Lindberg,"Fabriksgatan 209, 98750 Karlskoga",0201-11 51 68,380402-5223,SE8902MINV17334030266764
Carina Malmqvist,"Ringgränd 3, 49297 Varberg",+46 (0)8 490 138 40,001015-8624,SE8902DGRO18476288845448
Carina Malmqvist,"Ringgränd 3, 49297 Varberg",+46 (0)8 490 138 40,001015-8624,SE8902FUXQ13611890616632
Camilla Eriksson,"Fabriksvägen 151, 59907 Trelleborg",0102-43 30 01,840828-8945,SE8902TTCV22659277900658
Eva Linde,"Idrottsvägen 0, 29487 Norrköping",08-779 59 18,640122-9411,SE8902QOLP68576231602784
Eva Jonsson,"Villagatan 97, 37396 Karlskrona",+46 (0)8 633 527 70,810825-2753,SE8902XHDH97099673211691
Eva Jonsson,"Villagatan 97, 37396 Karlskrona",+46 (0)8 633 527 70,810825-2753,SE8902NQVT00867426002134
Susann Gustafsson,"Trädgårdsstigen 3, 22858 Trelleborg",08-30 79 94,741222-7501,SE8902OIOG12978777374762
Susann Gustafsson,"Trädgårdsstigen 3, 22858 Trelleborg",08-30 79 94,741222-7501,SE8902ABOS54302823852209
Anna-Lena Fredriksson,"Granvägen 127, 72067 Borlänge",08-871 06 00,040814-4327,SE8902WJRN19883673497555
Anna-Lena Fredriksson,"Granvägen 127, 72067 Borlänge",08-871 06 00,040814-4327,SE8902MORC95963771559704
Anna Skog,"Villagränd 0, 58987 Karlstad",+46 (0)8 699 728 87,381120-9885,SE8902DOSN50610060091936
Anna Skog,"Villagränd 0, 58987 Karlstad",+46 (0)8 699 728 87,381120-9885,SE8902ZQTF23438409122635
Felicia Nilsson,"Parkgatan 3, 97888 Helsingborg",049-28 68 76,850228-1978,SE8902XNUU38667095299418
Susanne Turesson,"Strandstigen 257, 52727 Karlskoga",08-602 597 28,620828-1441,SE8902GRHA70024737117241
Susanne Turesson,"Strandstigen 257, 52727 Karlskoga",08-602 597 28,620828-1441,SE8902NOWZ09781738609160
Susanne Turesson,"Strandstigen 257, 52727 Karlskoga",08-602 597 28,620828-1441,SE8902GJPJ21866669764448
Sonia Olsson,"Industrigränd 0, 38830 Örnsköldsvik",006-395 36 19,010602-2940,SE8902THMG75207589410634
Sonia Olsson,"Industrigränd 0, 38830 Örnsköldsvik",006-395 36 19,010602-2940,SE8902ORAT65143572227414
Viktoria Mohammed,"Storgatan 6, 74699 Borås",+46 (0)17 77 50 70,390706-5712,SE8902RMZQ99119231760140
Viktoria Mohammed,"Storgatan 6, 74699 Borås",+46 (0)17 77 50 70,390706-5712,SE8902EHQT53687871208531
Yvonne Andersson,"Nyvägen 8, 44360 Uddevalla",+46 (0)8 607 322 36,901124-3400,SE8902VULP28317370301184
Karolina Blom,"Skolvägen 36, 46203 Örebro",08-484 34 06,911111-4402,SE8902PXRQ98520175302074
Karolina Blom,"Skolvägen 36, 46203 Örebro",08-484 34 06,911111-4402,SE8902RBXU00091422402190
Karolina Blom,"Skolvägen 36, 46203 Örebro",08-484 34 06,911111-4402,SE8902LFCU74107203362240
Karolina Blom,"Skolvägen 36, 46203 Örebro",08-484 34 06,911111-4402,SE8902DMTK02100815459260
Emma Ali,"Skolvägen 252, 38575 Linköping",08-49 13 26,780718-5090,SE8902CRCW34066239004922
Helena Jansson,"Strandtorget 15, 56167 Östersund",08-49 58 87,600508-9435,SE8902UGGW38274485777478
Birgitta Davidsson,"Bäckgatan 6, 56593 Umeå",08-960 13 20,860713-8024,SE8902TUFM02844898189627
Hedvig Björk,"Furustigen 10, 66568 Sandviken",0441-102 88,890419-2955,SE8902ZUBS27912610124575
Hedvig Björk,"Furustigen 10, 66568 Sandviken",0441-102 88,890419-2955,SE8902PQQA91803707968793
Marie Malm,"Furugatan 98, 79732 Malmö",+46 (0)8 451 838 55,900522-5926,SE8902EVCJ18582465780769
Marie Malm,"Furugatan 98, 79732 Malmö",+46 (0)8 451 838 55,900522-5926,SE8902RUZG18814542051536
Linnea Johnsson,"Skolstigen 7, 67640 Skövde",08-545 452 80,470606-3262,SE8902FZSN55947389902845
Linnea Johnsson,"Skolstigen 7, 67640 Skövde",08-545 452 80,470606-3262,SE8902ARZK76217160045547
Elsie Persson Lidström,"Parktorget 2, 68636 Sandviken",+46 (0)955 974 10,780627-8714,SE8902PEMO00496019465141
Elise Söderman,"Kvarnvägen 8, 35146 Uppsala",067-55 76 19,751005-1860,SE8902EANL33346362686121
Elise Söderman,"Kvarnvägen 8, 35146 Uppsala",067-55 76 19,751005-1860,SE8902AZSP13287899419402
Elise Söderman,"Kvarnvägen 8, 35146 Uppsala",067-55 76 19,751005-1860,SE8902RXPZ64193650870827
Elise Söderman,"Kvarnvägen 8, 35146 Uppsala",067-55 76 19,751005-1860,SE8902FKMU98532754573323
Isabelle Wahlgren,"Ängsstigen 796, 75978 Sandviken",08-49 45 14,951223-4403,SE8902ITVH26113588018628
Isabelle Wahlgren,"Ängsstigen 796, 75978 Sandviken",08-49 45 14,951223-4403,SE8902YFRV85699768159258
Margret Brandt,"Parkvägen 89, 42271 Varberg",0060-45 66 14,050623-3907,SE8902MQZJ06643246897705
Margret Brandt,"Parkvägen 89, 42271 Varberg",0060-45 66 14,050623-3907,SE8902FWCH71102712794153
Margret Brandt,"Parkvägen 89, 42271 Varberg",0060-45 66 14,050623-3907,SE8902OYAH39744900512609
Lisbet Berglund,"Industrivägen 0, 48496 Kalmar",08-330 956 83,580615-1113,SE8902XETE95068684209773
Ingrid Karlsson,"Kvarntorget 9, 53652 Halmstad",08-067 82 58,810529-0871,SE8902TZSS77431559302602
Ingrid Karlsson,"Kvarntorget 9, 53652 Halmstad",08-067 82 58,810529-0871,SE8902CYPH60544976843583
Ingrid Karlsson,"Kvarntorget 9, 53652 Halmstad",08-067 82 58,810529-0871,SE8902QYWM08226326615443
Ibrahim Andersen,"Björkgatan 0, 93073 Jönköping",0529-07 62 39,430102-8306,SE8902OYYC26878073615803
Ibrahim Andersen,"Björkgatan 0, 93073 Jönköping",0529-07 62 39,430102-8306,SE8902FNVL25969348892346
Ibrahim Andersen,"Björkgatan 0, 93073 Jönköping",0529-07 62 39,430102-8306,SE8902SPMP91486768673172
Maj Falk,"Industritorget 07, 93914 Södertälje",+46 (0)8 921 187 38,850116-7558,SE8902GAXX53411861552462
Cecilia Holm,"Ängsstigen 7, 77768 Eskilstuna",+46 (0)163 151 85,940822-3189,SE8902YXOS87838017500335
Cecilia Holm,"Ängsstigen 7, 77768 Eskilstuna",+46 (0)163 151 85,940822-3189,SE8902JWXW28958053475452
Maria Larsson,"Storgatan 8, 47019 Luleå",061-75 51 44,640716-8654,SE8902MURT68729362533248
Maria Larsson,"Storgatan 8, 47019 Luleå",061-75 51 44,640716-8654,SE8902VVUL13283946661384
Lilian Pettersson,"Parkvägen 7, 76002 Uddevalla",0636-06 55 82,970116-2787,SE8902KWRS27148391651848
Lilian Pettersson,"Parkvägen 7, 76002 Uddevalla",0636-06 55 82,970116-2787,SE8902KWSP63038857977275
Nour Persson Lidström,"Trädgårdsvägen 779, 62230 Sundsvall",+46 (0)04 05 90 51,910301-3570,SE8902TMAZ51468626641221
Marianne Andersson,"Skogsvägen 90, 91152 Nyköping",08-023 631 05,390224-9725,SE8902KMXN52564213381947
Solveig Lindström,"Åkergatan 936, 81672 Alingsås",0854-912 22,891121-8041,SE8902HUPY67929894959123
Solveig Lindström,"Åkergatan 936, 81672 Alingsås",0854-912 22,891121-8041,SE8902JTIU30473679174736
Tuulikki Molin,"Fabriksgränd 659, 38032 Helsingborg",0501-18 81 33,820827-1828,SE8902XCIR72675281902466
Inger Svensson Andersson,"Stationsgatan 8, 75400 Uddevalla",0800-45 94 29,740830-3035,SE8902TUHD34770837374560
Eva Nordström,"Furugatan 703, 57380 Kalmar",+46 (0)65 89 60 91,720218-1660,SE8902QLED17935826591915
Stella Björk,"Kyrkvägen 967, 64300 Trollhättan",+46 (0)529 703 23,410829-6163,SE8902HMCZ09136061205337
Stella Björk,"Kyrkvägen 967, 64300 Trollhättan",+46 (0)529 703 23,410829-6163,SE8902MMNV35784660404948
Sofia Lindgren,"Backstigen 4, 62258 Trelleborg",08-052 591 82,430511-1629,SE8902VSPR33562992730471
Lisa Isaksson-Johnsson,"Industrigränd 2, 87738 Malmö",082-034 86 79,470622-7867,SE8902NPHM95440604719066
Lisa Isaksson-Johnsson,"Industrigränd 2, 87738 Malmö",082-034 86 79,470622-7867,SE8902UPMV66415672183575
Engla Larsson-Öberg,"Skolgatan 2, 22915 Lidingö",053-036 84 95,440217-6293,SE8902HAHX05192939117708
Engla Larsson-Öberg,"Skolgatan 2, 22915 Lidingö",053-036 84 95,440217-6293,SE8902IETM52089049623113
Maria Erlandsson,"Kyrkgatan 4, 75077 Malmö",08-06 68 64,460524-2876,SE8902DXER23023951967280
Maria Erlandsson,"Kyrkgatan 4, 75077 Malmö",08-06 68 64,460524-2876,SE8902ZUOU40396545889546
Margareta Ågren,"Parkstigen 522, 24160 Kalmar",08-452 68 86,690718-9101,SE8902WBFK37994122017616
Margareta Ågren,"Parkstigen 522, 24160 Kalmar",08-452 68 86,690718-9101,SE8902TMVQ62559128130402
Helena Eklund Jakobsson,"Nystigen 4, 11935 Stockholm",048-21 08 37,011029-6852,SE8902QNMM99008031804359
Eva Södergren,"Nystigen 3, 68964 Halmstad",044-44 25 80,551014-9866,SE8902PVNM34258841032637
Eva Södergren,"Nystigen 3, 68964 Halmstad",044-44 25 80,551014-9866,SE8902WINU18325188489431
Eva Södergren,"Nystigen 3, 68964 Halmstad",044-44 25 80,551014-9866,SE8902GUKI33865782482701
Nadia Edström,"Industrivägen 448, 31689 Gävle",+46 (0)565 101 80,540116-4602,SE8902BSOB17404569244252
Nadia Edström,"Industrivägen 448, 31689 Gävle",+46 (0)565 101 80,540116-4602,SE8902GDKU45032945438327
Nadia Edström,"Industrivägen 448, 31689 Gävle",+46 (0)565 101 80,540116-4602,SE8902YIAD46040982190137
Nadia Edström,"Industrivägen 448, 31689 Gävle",+46 (0)565 101 80,540116-4602,SE8902YHPG83168569237782
Linda Lundgren,"Villatorget 041, 15737 Södertälje",0125-164 64,870930-6461,SE8902HTRS03259438277897
Irene Hassan,"Ekvägen 247, 22426 Kalmar",+46 (0)8 119 967 44,430703-4134,SE8902KDEZ48747876485385
Irene Hassan,"Ekvägen 247, 22426 Kalmar",+46 (0)8 119 967 44,430703-4134,SE8902BRZE40142159892187
Ida Stenström,"Storstigen 81, 66399 Växjö",08-27 53 42,721012-5659,SE8902KLCO29429723379486
Alba Eriksson,"Granvägen 7, 24618 Landskrona",0678-66 70 63,760516-9296,SE8902NBIZ83446887518068
Lilian Johansson,"Backgatan 5, 81167 Motala",+46 (0)35 98 46 15,870818-9462,SE8902QLYH24628869288269
Lilian Johansson,"Backgatan 5, 81167 Motala",+46 (0)35 98 46 15,870818-9462,SE8902THHW31823034276516
Lilian Johansson,"Backgatan 5, 81167 Motala",+46 (0)35 98 46 15,870818-9462,SE8902EHTP72915274751435
Lilian Johansson,"Backgatan 5, 81167 Motala",+46 (0)35 98 46 15,870818-9462,SE8902TAHI51097798630045
Birgitta Johansson,"Grangatan 80, 24112 Piteå",037-65 73 77,831226-2531,SE8902LKRM96767797463197
Birgitta Johansson,"Grangatan 80, 24112 Piteå",037-65 73 77,831226-2531,SE8902ZGLL07430315277968
Lovisa Hedberg,"Skolgatan 190, 69374 Växjö",0934-29 98 87,530830-3527,SE8902SLBZ46706062219762
Lovisa Hedberg,"Skolgatan 190, 69374 Växjö",0934-29 98 87,530830-3527,SE8902FBTR73223116722714
Lovisa Hedberg,"Skolgatan 190, 69374 Växjö",0934-29 98 87,530830-3527,SE8902FTIV24633690574571
Susanne Molin-Sjölin,"Storgatan 77, 47052 Piteå",+46 (0)97 58 13 92,850630-1954,SE8902OCQK11725418237602
Susanne Molin-Sjölin,"Storgatan 77, 47052 Piteå",+46 (0)97 58 13 92,850630-1954,SE8902RASX95864855242605
Susanne Molin-Sjölin,"Storgatan 77, 47052 Piteå",+46 (0)97 58 13 92,850630-1954,SE8902ZIPR73751541971020
Helén Johansson,"Åkergatan 1, 97425 Östersund",+46 (0)914 167 08,760413-3962,SE8902ROFI55976431488069
Helén Johansson,"Åkergatan 1, 97425 Östersund",+46 (0)914 167 08,760413-3962,SE8902ZZNR41237043450267
Emelie Khan,"Granvägen 43, 97942 Trollhättan",+46 (0)8 274 849 64,611114-2755,SE8902EYZV57214534359238
Maria Lundqvist,"Stationsgränd 01, 47429 Trelleborg",087-806 42 50,910207-5331,SE8902WSFB21589079568833
Ingrid Larsson,"Järnvägsvägen 81, 30816 Luleå",011-042 91 48,510519-9201,SE8902RTPP26534696624492
Ingela Hagman Johansson,"Industristigen 2, 65196 Jönköping",+46 (0)38 91 53 76,610620-8330,SE8902ZZYD33218163616915
Linnea Wang,"Fabriksvägen 6, 58977 Sundsvall",08-08 94 73,720628-2324,SE8902MQQY51782698732487
Kerstin Gustafsson,"Ektorget 729, 28747 Uddevalla",056-45 80 50,550512-0229,SE8902XIPF48454762305912
Kerstin Gustafsson,"Ektorget 729, 28747 Uddevalla",056-45 80 50,550512-0229,SE8902QQEM64469622591152
Kerstin Gustafsson,"Ektorget 729, 28747 Uddevalla",056-45 80 50,550512-0229,SE8902PLBL16144667744762
Christina Sjölund,"Idrottsvägen 227, 68113 Piteå",+46 (0)8 050 300 33,830908-8246,SE8902LVNK47443019784697
Christina Sjölund,"Idrottsvägen 227, 68113 Piteå",+46 (0)8 050 300 33,830908-8246,SE8902VMWP60739361675669
Helen Jonsson-Fredriksson,"Skolgatan 39, 63141 Göteborg",055-107 34 30,741009-4614,SE8902LUGA16653984392162
Helen Jonsson-Fredriksson,"Skolgatan 39, 63141 Göteborg",055-107 34 30,741009-4614,SE8902PNRT14858483416763
Malin Larsson,"Ringvägen 978, 70434 Lidingö",+46 (0)76 51 18 68,990816-5161,SE8902FPGB53740832393246
Maria Danielsson Nilsson,"Kyrkotorget 415, 22455 Kristianstad",+46 (0)993 459 74,931028-8825,SE8902ZPXA01787857989303
Siv Alm,"Skolvägen 50, 94699 Västerås",+46 (0)96 32 60 93,411219-0204,SE8902XZSQ43469647161652
Signe Eriksson-Holmberg,"Fabriksstigen 0, 24573 Karlskrona",0050-531 67,500902-1220,SE8902TNEQ21759041931830
Signe Eriksson-Holmberg,"Fabriksstigen 0, 24573 Karlskrona",0050-531 67,500902-1220,SE8902UNIQ60986055961346
Signe Eriksson-Holmberg,"Fabriksstigen 0, 24573 Karlskrona",0050-531 67,500902-1220,SE8902YLUL42869164891487
Sophia Omar,"Parktorget 6, 62509 Varberg",040-699 07 37,681114-4002,SE8902LYFI88654386046994
Maria Högberg,"Ekvägen 4, 25743 Alingsås",060-43 08 06,750416-7920,SE8902JBML23966854830022
Maria Högberg,"Ekvägen 4, 25743 Alingsås",060-43 08 06,750416-7920,SE8902MDNR23654048962365
Jessica Martinsson,"Ekgatan 999, 46727 Kristianstad",066-84 44 80,820322-8260,SE8902XYWW06047880682425
Suzanne Adolfsson,"Stationsgatan 910, 69122 Norrköping",08-36 27 23,041020-5371,SE8902YFUG89397049014204
Signe Andersson Hellström,"Järnvägsgatan 21, 90057 Halmstad",0882-338 66,011109-1492,SE8902TQXV74190163701650
Elisabet Persson,"Ängsgränd 50, 60635 Borås",08-091 58 99,550718-8943,SE8902QSEX48124440213093
Elisabet Persson,"Ängsgränd 50, 60635 Borås",08-091 58 99,550718-8943,SE8902CRKA97370313824795
Karin Norén,"Idrottsgatan 573, 35213 Uddevalla",0383-94 33 70,011116-3267,SE8902QVDX07065136908695
Karin Norén,"Idrottsgatan 573, 35213 Uddevalla",0383-94 33 70,011116-3267,SE8902LLGR94243337164385
Karin Norén,"Idrottsgatan 573, 35213 Uddevalla",0383-94 33 70,011116-3267,SE8902XIIY68366812613028
Ingrid Johansson Lundberg,"Parktorget 48, 66253 Uddevalla",0440-240 76,770429-7501,SE8902XUYH86436254539837
Cecilia Persson,"Gentorget 23, 58122 Skövde",+46 (0)389 133 27,540614-9160,SE8902AQCO44387324377348
Felicia Johansson,"Bäckgränd 79, 35784 Västerås",019-91 86 14,541020-7657,SE8902TCCK48879115025867
Agneta Johansson,"Industrigatan 8, 99295 Karlstad",+46 (0)8 433 721 73,810516-5800,SE8902WATX62152063702344
Agneta Johansson,"Industrigatan 8, 99295 Karlstad",+46 (0)8 433 721 73,810516-5800,SE8902TBOJ86049292227405
Agneta Johansson,"Industrigatan 8, 99295 Karlstad",+46 (0)8 433 721 73,810516-5800,SE8902OATV02658940061811
Karin Lundqvist,"Björkgatan 19, 69858 Örnsköldsvik",047-618 29 58,020711-6625,SE8902HLML76292022524770
Frida Karlsson,"Granvägen 9, 36607 Umeå",0440-131 74,790105-4275,SE8902GKEP38370221536247
Irene Lundin,"Industrigatan 4, 85664 Växjö",005-050 70 46,790907-6270,SE8902UZBS49516417731818
Margareta Jansson,"Skolvägen 78, 71474 Eskilstuna",08-92 71 57,380321-3721,SE8902OOLM49343686376830
Birgitta Bohlin,"Kvarngatan 224, 31260 Trelleborg",08-582 97 43,880321-5667,SE8902SVQW25123995841385
Märta Olsson,"Kvarntorget 3, 10033 Göteborg",+46 (0)24 97 63 70,600825-1057,SE8902WCIT71011280885223
Cecilia Andersson,"Åkervägen 36, 92200 Uddevalla",082-80 51 76,940925-9703,SE8902JDXF35466571430209
Jenny Sundqvist,"Järnvägsvägen 7, 57441 Östersund",0238-157 38,750425-2219,SE8902LHUA50734331657544
Jenny Sundqvist,"Järnvägsvägen 7, 57441 Östersund",0238-157 38,750425-2219,SE8902UIXL22740523863004
Jenny Sundqvist,"Järnvägsvägen 7, 57441 Östersund",0238-157 38,750425-2219,SE8902NNNA87679319218094
Jenny Sundqvist,"Järnvägsvägen 7, 57441 Östersund",0238-157 38,750425-2219,SE8902MKGL15508437601995
Gunilla Ismail,"Ringgränd 04, 45573 Stockholm",0621-779 46,391223-1101,SE8902VMHX62709096665480
Märta Pettersson,"Kyrkovägen 29, 94734 Eskilstuna",+46 (0)8 426 176 02,850110-2126,SE8902DGXP57963435565595
Märta Pettersson,"Kyrkovägen 29, 94734 Eskilstuna",+46 (0)8 426 176 02,850110-2126,SE8902GGWE97497502378359
Agneta Samuelsson,"Skogsvägen 618, 66992 Uddevalla",+46 (0)958 871 67,500911-0213,SE8902RHZS07263432451114
Helena Eliasson,"Skolvägen 659, 69925 Lidingö",011-55 30 06,691224-2689,SE8902MKFC17006139746737
Helena Eliasson,"Skolvägen 659, 69925 Lidingö",011-55 30 06,691224-2689,SE8902FADN38705986955694
Charlotte Johansson,"Parkstigen 555, 33240 Karlstad",08-971 42 20,530116-4132,SE8902AHVW14609154839055
Malva Bergman,"Trädgårdsvägen 4, 34045 Ängelholm",+46 (0)98 02 79 61,480913-1966,SE8902MPFF59071266405689
Elisabeth Svensson Johansson,"Skolgatan 4, 86812 Malmö",08-124 61 70,770714-3595,SE8902IOUR73096302679146
Helena Rasmussen,"Åkerstigen 32, 80305 Halmstad",+46 (0)8 705 325 14,020129-8650,SE8902GZKU10549826849499
Olivia Malm,"Genvägen 3, 18922 Växjö",08-695 917 36,531001-9541,SE8902NILS51480673047457
Natalie Karlsson,"Kyrkovägen 139, 98602 Nyköping",+46 (0)8 403 699 19,990720-2171,SE8902EPZK82020056741347
Natalie Karlsson,"Kyrkovägen 139, 98602 Nyköping",+46 (0)8 403 699 19,990720-2171,SE8902WEPX09489049975102
Natalie Karlsson,"Kyrkovägen 139, 98602 Nyköping",+46 (0)8 403 699 19,990720-2171,SE8902NFEX92122769382579
Natalie Karlsson,"Kyrkovägen 139, 98602 Nyköping",+46 (0)8 403 699 19,990720-2171,SE8902RDOL83252725715066
Natalie Karlsson,"Kyrkovägen 139, 98602 Nyköping",+46 (0)8 403 699 19,990720-2171,SE8902DVSD57008700941701
Natalie Karlsson,"Kyrkovägen 139, 98602 Nyköping",+46 (0)8 403 699 19,990720-2171,SE8902DGXX88147139459340
Klara Eriksson,"Parkstigen 5, 94172 Ängelholm",0293-787 94,710824-0206,SE8902VEMX25234923276716
